repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category
webtorrent/webtorrent,28442,117,40,17,2,4.114,0,1,3681,175,JavaScript,false,76,### Mad science,Mad science
mafintosh/peerflix,6111,17,8,3,0,2.782,3,1081,3895,60,JavaScript,false,18,### Mad science,Mad science
ipfs/js-ipfs,7446,4,3,1,1,0.537,0,171,3454,241,JavaScript,true,2,### Mad science,Mad science
mafintosh/peerwiki,309,0,0,0,0,0.000,34,2102,3358,2,JavaScript,false,14,### Mad science,Mad science
mafintosh/peercast,509,0,0,0,0,0.000,56,3328,3328,3,JavaScript,false,6,### Mad science,Mad science
bitcoinjs/bitcoinjs-lib,5182,47,21,8,0,9.070,1,15,4575,93,TypeScript,false,0,### Mad science,Mad science
bitpay/bitcore,4659,18,8,5,1,3.863,0,2,3617,146,JavaScript,false,12,### Mad science,Mad science
foliojs/pdfkit,9062,49,19,10,3,5.407,0,2,4507,83,JavaScript,false,27,### Mad science,Mad science
Turfjs/turf,8433,64,31,18,2,7.589,0,2,3692,151,JavaScript,false,30,### Mad science,Mad science
mafintosh/webcat,437,0,0,0,0,0.000,41,3047,3132,2,JavaScript,false,11,### Mad science,Mad science
NodeOS/NodeOS,6870,12,7,4,2,1.747,0,1873,3766,34,Shell,false,0,### Mad science,Mad science
yodaos-project/yodaos,1176,6,3,1,0,5.102,4,1440,1796,7,C,false,0,### Mad science,Mad science
BrainJS/brain.js,14010,61,25,11,2,4.354,0,202,2829,99,TypeScript,false,0,### Mad science,Mad science
alibaba/pipcook,2471,7,3,0,0,2.833,11,74,1439,42,TypeScript,false,0,### Mad science,Mad science
cytoscape/cytoscape.js,9423,51,24,15,0,5.412,1,2,4464,135,JavaScript,false,29,### Mad science,Mad science
creationix/js-git,3820,2,1,1,0,0.524,3,1596,3879,25,JavaScript,false,4,### Mad science,Mad science
SheetJS/sheetjs,33806,164,85,42,7,4.851,0,305,3996,181,JavaScript,false,24,### Mad science,Mad science
isomorphic-git/isomorphic-git,7093,52,23,12,3,7.331,0,4,2297,79,JavaScript,false,80,### Mad science,Mad science
sindresorhus/np,7243,15,11,6,0,2.071,1,5,3011,88,JavaScript,false,50,### Command-line apps,Command-line apps
sindresorhus/npm-name,164,2,2,0,0,12.195,10,29,3500,16,JavaScript,false,15,### Command-line apps,Command-line apps
sindresorhus/gh-home,190,1,0,0,0,5.263,18,759,2861,3,JavaScript,false,8,### Command-line apps,Command-line apps
sindresorhus/npm-home,191,1,1,0,0,5.236,8,72,2861,6,JavaScript,false,11,### Command-line apps,Command-line apps
sindresorhus/trash,2521,7,4,2,1,2.777,0,23,3469,24,JavaScript,false,13,### Command-line apps,Command-line apps
sindresorhus/speed-test,3885,7,5,3,2,1.802,0,709,3013,8,JavaScript,false,11,### Command-line apps,Command-line apps
sindresorhus/pageres,9582,11,8,6,0,1.148,1,7,3565,31,TypeScript,false,0,### Command-line apps,Command-line apps
sindresorhus/cpy,416,1,1,1,0,2.404,3,8,3424,29,JavaScript,false,12,### Command-line apps,Command-line apps
MrRio/vtop,4065,11,4,4,2,2.706,0,1894,3454,28,JavaScript,false,9,### Command-line apps,Command-line apps
sindresorhus/empty-trash,131,0,0,0,0,0.000,101,760,3332,6,JavaScript,false,8,### Command-line apps,Command-line apps
sindresorhus/is-up,385,0,0,0,0,0.000,70,785,3368,7,JavaScript,false,4,### Command-line apps,Command-line apps
sindresorhus/is-online,1187,5,2,0,0,4.212,11,145,3341,13,JavaScript,false,7,### Command-line apps,Command-line apps
sindresorhus/public-ip,983,5,3,1,0,5.086,3,95,3346,14,JavaScript,false,9,### Command-line apps,Command-line apps
sindresorhus/clipboard-cli,484,3,1,0,0,6.198,9,21,2534,3,JavaScript,false,6,### Command-line apps,Command-line apps
xojs/xo,7402,65,22,6,2,8.781,0,92,3025,86,JavaScript,false,45,### Command-line apps,Command-line apps
eslint/eslint,23588,152,75,36,8,6.444,0,3,3788,975,JavaScript,false,98,### Command-line apps,Command-line apps
alanshaw/david,962,1,0,0,0,1.040,15,885,3947,23,JavaScript,false,15,### Command-line apps,Command-line apps
http-party/http-server,12989,69,26,12,1,5.312,0,530,4532,88,JavaScript,false,19,### Command-line apps,Command-line apps
tapio/live-server,4233,22,7,4,0,5.197,2,564,3985,27,JavaScript,false,17,### Command-line apps,Command-line apps
kessler/node-bcat,338,0,0,0,0,0.000,69,548,3586,3,JavaScript,false,8,### Command-line apps,Command-line apps
pawurb/normit,238,1,0,0,0,4.202,27,2428,3406,3,JavaScript,false,15,### Command-line apps,Command-line apps
sindresorhus/fkill-cli,6780,14,4,0,0,2.065,7,6,3067,11,JavaScript,false,18,### Command-line apps,Command-line apps
danielstjules/pjs,416,1,0,0,0,2.404,29,2446,3383,7,JavaScript,false,10,### Command-line apps,Command-line apps
davglass/license-checker,1541,11,6,3,0,7.138,5,1767,3954,45,JavaScript,false,22,### Command-line apps,Command-line apps
juliangruber/browser-run,430,1,0,0,0,2.326,28,10,3887,17,JavaScript,false,18,### Command-line apps,Command-line apps
sindresorhus/tmpin,124,0,0,0,0,0.000,93,817,3434,2,JavaScript,false,5,### Command-line apps,Command-line apps
sindresorhus/wallpaper,999,5,1,1,0,5.005,6,15,3146,18,JavaScript,false,3,### Command-line apps,Command-line apps
hatashiro/pen,325,0,0,0,0,0.000,70,1473,2984,4,JavaScript,false,37,### Command-line apps,Command-line apps
sindresorhus/dark-mode,646,3,2,1,0,4.644,5,930,3313,3,Swift,false,0,### Command-line apps,Command-line apps
Javascipt/Jsome,239,0,0,0,0,0.000,54,2110,2956,5,JavaScript,false,5,### Command-line apps,Command-line apps
samverschueren/mobicon-cli,108,3,2,0,0,27.778,8,1528,2882,1,JavaScript,false,9,### Command-line apps,Command-line apps
samverschueren/mobisplash-cli,68,2,1,0,0,29.412,8,2418,2867,1,JavaScript,false,11,### Command-line apps,Command-line apps
rtfpessoa/diff2html-cli,468,14,7,2,0,29.915,3,98,3137,11,TypeScript,false,0,### Command-line apps,Command-line apps
victorb/trymodule,1133,1,1,1,0,0.883,6,2487,2800,6,JavaScript,false,4,### Command-line apps,Command-line apps
kucherenko/jscpd,3258,57,16,10,0,17.495,1,56,3820,48,TypeScript,false,0,### Command-line apps,Command-line apps
Raathigesh/Atmo,814,0,0,0,0,0.000,44,2138,2731,5,TypeScript,false,0,### Command-line apps,Command-line apps
siddharthkp/auto-install,1191,2,2,1,0,1.679,6,910,2653,10,JavaScript,false,19,### Command-line apps,Command-line apps
siddharthkp/cost-of-modules,2801,4,2,2,1,1.428,0,115,2572,7,JavaScript,false,11,### Command-line apps,Command-line apps
localtunnel/localtunnel,16995,135,65,34,5,7.944,0,466,4165,35,JavaScript,false,5,### Command-line apps,Command-line apps
marionebl/svg-term-cli,3341,16,8,6,0,4.789,1,1583,2178,5,JavaScript,false,32,### Command-line apps,Command-line apps
aksakalli/gtop,9533,31,16,12,4,3.252,0,93,2286,9,JavaScript,false,5,### Command-line apps,Command-line apps
themerdev/themer,5277,20,11,6,2,3.790,0,141,2547,14,TypeScript,false,0,### Command-line apps,Command-line apps
mixn/carbon-now-cli,5578,30,15,13,2,5.378,0,59,1959,5,TypeScript,false,0,### Command-line apps,Command-line apps
xxczaki/cash-cli,216,4,2,1,0,18.519,4,1444,2224,6,JavaScript,false,11,### Command-line apps,Command-line apps
klaussinani/taskbook,8827,17,10,6,1,1.926,0,427,2100,28,JavaScript,false,6,### Command-line apps,Command-line apps
brandonweiss/discharge,538,2,2,1,0,3.717,2,1176,2260,5,JavaScript,false,18,### Command-line apps,Command-line apps
voidcosmos/npkill,7574,44,20,7,1,5.809,0,26,1597,25,TypeScript,false,0,### Command-line apps,Command-line apps
lodash/lodash,57862,238,101,52,6,4.113,0,46,4237,288,JavaScript,false,16,### Functional programming,Functional programming
immutable-js/immutable-js,32720,41,15,6,0,1.253,3,76,3421,214,TypeScript,false,0,### Functional programming,Functional programming
ramda/ramda,23355,69,30,20,5,2.954,0,10,3796,323,JavaScript,false,32,### Functional programming,Functional programming
mout/mout,1283,2,1,0,0,1.559,11,419,3959,41,JavaScript,false,11,### Functional programming,Functional programming
reactivex/rxjs,29606,136,79,41,6,4.594,0,2,3165,549,TypeScript,false,0,### Functional programming,Functional programming
kefirjs/kefir,1851,4,2,1,0,2.161,3,246,3479,44,JavaScript,false,21,### Functional programming,Functional programming
sindresorhus/got,13561,87,35,16,4,6.415,0,29,3517,185,TypeScript,false,0,### HTTP,HTTP
nodejs/undici,5050,56,25,14,4,11.089,0,0,2011,226,JavaScript,false,38,### HTTP,HTTP
sindresorhus/ky-universal,662,4,1,0,0,6.042,12,72,1724,9,JavaScript,false,5,### HTTP,HTTP
node-fetch/node-fetch,8522,33,14,6,2,3.872,0,111,3213,123,JavaScript,false,19,### HTTP,HTTP
axios/axios,102477,458,194,110,13,4.469,0,4,3373,430,JavaScript,false,59,### HTTP,HTTP
visionmedia/superagent,16440,24,10,5,1,1.460,0,75,4597,259,JavaScript,false,46,### HTTP,HTTP
micromata/http-fake-backend,302,18,3,0,0,59.603,8,23,2809,44,JavaScript,true,20,### HTTP,HTTP
lukechilds/cacheable-request,279,4,1,1,0,14.337,5,17,2355,16,TypeScript,false,0,### HTTP,HTTP
khaosdoctor/gotql,400,0,0,0,0,0.000,51,42,2175,10,TypeScript,false,0,### HTTP,HTTP
gajus/global-agent,320,6,2,1,0,18.750,3,96,1663,10,TypeScript,false,0,### HTTP,HTTP
sinedied/smoke,171,1,1,0,0,5.848,10,117,1818,4,JavaScript,false,18,### HTTP,HTTP
simov/purest,538,0,0,0,0,0.000,38,326,3430,3,JavaScript,false,8,### HTTP,HTTP
debug-js/debug,10865,38,15,5,1,3.497,0,162,4367,113,JavaScript,false,12,### Debugging / Profiling,Debugging / Profiling
mafintosh/why-is-node-running,1609,2,1,0,0,1.243,13,565,2833,14,JavaScript,false,2,### Debugging / Profiling,Debugging / Profiling
valyouw/njstrace,358,0,0,0,0,0.000,54,873,3535,1,JavaScript,false,6,### Debugging / Profiling,Debugging / Profiling
joyent/node-vstream,55,0,0,0,0,0.000,405,740,3387,6,JavaScript,false,4,### Debugging / Profiling,Debugging / Profiling
watson/stackman,247,0,0,0,0,0.000,70,1336,3393,2,JavaScript,false,9,### Debugging / Profiling,Debugging / Profiling
alidavut/locus,306,1,0,0,0,3.268,15,1464,3623,4,JavaScript,true,12,### Debugging / Profiling,Debugging / Profiling
davidmarkclements/0x,2964,22,10,4,1,7.422,0,69,2820,39,JavaScript,false,32,### Debugging / Profiling,Debugging / Profiling
automation-stack/ctrace,120,0,0,0,0,0.000,77,2705,2719,2,JavaScript,false,4,### Debugging / Profiling,Debugging / Profiling
andywer/leakage,1582,0,0,0,0,0.000,62,289,2512,4,JavaScript,false,8,### Debugging / Profiling,Debugging / Profiling
nodejs/llnode,1093,3,2,2,1,2.745,0,371,2929,58,C++,false,0,### Debugging / Profiling,Debugging / Profiling
sfninja/thetool,213,1,0,0,0,4.695,16,1582,1647,1,JavaScript,false,4,### Debugging / Profiling,Debugging / Profiling
slanatech/swagger-stats,845,7,3,1,1,8.284,0,149,2450,16,JavaScript,false,35,### Debugging / Profiling,Debugging / Profiling
june07/nim,192,1,0,0,0,5.208,28,5,2555,15,JavaScript,false,49,### Debugging / Profiling,Debugging / Profiling
immobiliare/dats,79,2,0,0,0,25.316,19,3,753,13,TypeScript,false,0,### Debugging / Profiling,Debugging / Profiling
pinojs/pino,12375,149,57,26,2,12.040,0,20,2826,284,JavaScript,false,50,### Logging,Logging
winstonjs/winston,21318,154,59,26,5,7.224,0,4,4701,367,JavaScript,false,28,### Logging,Logging
watson/console-log-level,105,0,0,0,0,0.000,70,1703,3233,3,JavaScript,false,2,### Logging,Logging
guigrpa/storyboard,742,0,0,0,0,0.000,39,1008,2822,3,JavaScript,false,32,### Logging,Logging
unjs/consola,4934,225,63,28,2,45.602,0,26,2052,42,TypeScript,false,0,### Logging,Logging
chalk/chalk,20875,114,59,26,7,5.461,0,89,3754,57,JavaScript,false,10,### Command-line utilities,Command-line utilities
sindresorhus/meow,3329,16,6,3,1,4.806,0,77,3318,43,JavaScript,false,28,### Command-line utilities,Command-line utilities
yargs/yargs,10732,44,16,6,4,4.100,0,195,3657,269,JavaScript,false,30,### Command-line utilities,Command-line utilities
sindresorhus/ora,8692,42,18,10,1,4.832,0,103,2810,48,JavaScript,false,15,### Command-line utilities,Command-line utilities
sindresorhus/get-stdin,333,1,1,1,0,3.003,1,29,3559,11,JavaScript,false,5,### Command-line utilities,Command-line utilities
sindresorhus/log-update,1049,26,24,22,3,24.786,0,15,3011,16,JavaScript,false,11,### Command-line utilities,Command-line utilities
vadimdemedes/ink,24862,188,111,66,6,7.562,0,1,2345,103,TypeScript,false,0,### Command-line utilities,Command-line utilities
listr2/listr2,405,11,4,1,0,27.160,6,2,1354,18,TypeScript,false,0,### Command-line utilities,Command-line utilities
sindresorhus/conf,1134,14,5,4,0,12.346,1,19,2700,44,TypeScript,false,0,### Command-line utilities,Command-line utilities
sindresorhus/ansi-escapes,457,3,2,2,0,6.565,1,88,3012,15,JavaScript,false,5,### Command-line utilities,Command-line utilities
sindresorhus/log-symbols,721,0,0,0,0,0.000,40,21,3413,11,JavaScript,false,6,### Command-line utilities,Command-line utilities
sindresorhus/figures,568,4,2,1,0,7.042,6,14,3413,11,JavaScript,false,4,### Command-line utilities,Command-line utilities
sindresorhus/boxen,1448,11,6,3,1,7.597,0,76,2883,22,JavaScript,false,12,### Command-line utilities,Command-line utilities
sindresorhus/terminal-link,592,5,0,0,0,8.446,14,269,2048,9,JavaScript,false,5,### Command-line utilities,Command-line utilities
sindresorhus/terminal-image,938,1,0,0,0,1.066,15,412,2014,6,JavaScript,false,9,### Command-line utilities,Command-line utilities
sindresorhus/string-width,418,3,3,2,0,7.177,2,16,3041,12,JavaScript,false,6,### Command-line utilities,Command-line utilities
sindresorhus/cli-truncate,83,0,0,0,0,0.000,173,15,2803,8,JavaScript,false,5,### Command-line utilities,Command-line utilities
chjj/blessed,11014,26,13,7,2,2.361,0,2870,3941,12,JavaScript,false,0,### Command-line utilities,Command-line utilities
SBoudrias/Inquirer.js,18749,114,55,26,2,6.080,0,5,3832,201,JavaScript,false,22,### Command-line utilities,Command-line utilities
sindresorhus/yn,250,0,0,0,0,0.000,60,492,3385,11,JavaScript,false,3,### Command-line utilities,Command-line utilities
cli-table/cli-table3,473,5,2,1,0,10.571,5,232,1982,20,JavaScript,false,9,### Command-line utilities,Command-line utilities
madbence/node-drawille,995,1,0,0,0,1.005,29,392,3478,9,JavaScript,false,2,### Command-line utilities,Command-line utilities
jstrace/chart,234,0,0,0,0,0.000,37,2593,3545,3,JavaScript,false,5,### Command-line utilities,Command-line utilities
visionmedia/node-progress,2904,6,3,1,1,2.066,0,1803,4589,39,JavaScript,false,0,### Command-line utilities,Command-line utilities
yeoman/insight,553,0,0,0,0,0.000,146,825,3987,40,JavaScript,false,14,### Command-line utilities,Command-line utilities
sindresorhus/cli-cursor,95,0,0,0,0,0.000,47,811,3361,6,JavaScript,false,5,### Command-line utilities,Command-line utilities
shannonmoeller/cli-columns,32,0,0,0,0,0.000,39,740,2829,3,JavaScript,false,3,### Command-line utilities,Command-line utilities
dominikwilkowski/cfonts,1454,15,9,3,0,10.316,1,81,3227,11,Rust,false,0,### Command-line utilities,Command-line utilities
codekirei/node-multispinner,291,0,0,0,0,0.000,100,2868,2953,1,JavaScript,false,12,### Command-line utilities,Command-line utilities
f/omelette,1364,4,0,0,0,2.933,17,660,3853,16,CoffeeScript,false,0,### Command-line utilities,Command-line utilities
kentcdodds/cross-env,6180,22,10,4,1,3.560,0,1041,2964,49,JavaScript,true,2,### Command-line utilities,Command-line utilities
shelljs/shelljs,14003,38,18,9,2,2.714,0,0,4272,85,JavaScript,false,16,### Command-line utilities,Command-line utilities
sindresorhus/sudo-block,98,1,1,1,0,10.204,2,73,3795,7,JavaScript,false,8,### Command-line utilities,Command-line utilities
sindresorhus/sparkly,421,0,0,0,0,0.000,72,722,3364,7,JavaScript,false,4,### Command-line utilities,Command-line utilities
teambit/bit,17110,72,42,21,4,4.208,0,0,2485,73,TypeScript,false,0,### Command-line utilities,Command-line utilities
bokub/gradient-string,969,6,2,1,0,6.192,1,433,2308,1,JavaScript,false,8,### Command-line utilities,Command-line utilities
oclif/oclif,8609,48,17,10,0,5.576,1,26,2131,54,TypeScript,false,0,### Command-line utilities,Command-line utilities
sindresorhus/terminal-size,134,0,0,0,0,0.000,70,8,2620,11,JavaScript,false,4,### Command-line utilities,Command-line utilities
drew-y/cliffy,336,1,0,0,0,2.976,29,516,2112,8,TypeScript,false,0,### Command-line utilities,Command-line utilities
google/zx,38948,279,141,82,18,7.163,0,68,922,48,JavaScript,false,22,### Command-line utilities,Command-line utilities
parcel-bundler/parcel,42782,102,54,34,4,2.384,0,0,2288,398,JavaScript,false,22,### Build tools,Build tools
webpack/webpack,63650,139,61,35,7,2.184,0,30,4265,803,JavaScript,false,96,### Build tools,Build tools
rollup/rollup,24112,154,70,42,6,6.387,0,1,3104,358,JavaScript,false,79,### Build tools,Build tools
gulpjs/gulp,32839,33,18,11,2,1.005,0,328,3784,247,JavaScript,false,12,### Build tools,Build tools
broccolijs/broccoli,3337,4,1,1,0,1.199,3,775,3835,53,JavaScript,false,58,### Build tools,Build tools
brunch/brunch,6825,0,0,0,0,0.000,43,306,4679,126,JavaScript,true,27,### Build tools,Build tools
fuse-box/fuse-box,4019,1,0,0,0,0.249,29,347,2572,170,JavaScript,true,77,### Build tools,Build tools
